"customer","RECENCY","frequency","monetary","R_SCORE","F_SCORE","M_SCORE","SEGMENT"
"17033","48","3","1030.14","2","3","4","OTHER CUSTOMER"
"17034","-22","4","734.57","4","4","3","OTHER CUSTOMER"
"17035","207","3","388.33","1","3","2","OTHER CUSTOMER"
"17037","40","2","1253.22","2","3","4","OTHER CUSTOMER"
"17038","-8","1","112.4","4","1","1","OTHER CUSTOMER"
"17040","99","1","449.72999999999996","2","2","2","AVERAGE CUSTOMER"
"17041","-12","4","1055.69","4","4","4","GOOD CUSTOMER"
"17042","-36","5","1036.58","5","4","4","GOOD CUSTOMER"
"17043","-6","4","1735.18","3","4","4","OTHER CUSTOMER"
"17044","-30","3","897.43","5","3","3","OTHER CUSTOMER"
"17045","75","3","339.44","2","3","2","AVERAGE CUSTOMER"
"17046","119","1","642.02","2","2","3","AVERAGE CUSTOMER"
"17047","47","3","1100.9","2","3","4","OTHER CUSTOMER"
"17048","77","6","864.3199999999999","2","4","3","OTHER CUSTOMER"
"17049","-36","11","5589.83","5","5","5","GOOD CUSTOMER"
"17050","58","6","3185.64","2","4","5","OTHER CUSTOMER"
"17051","156","1","240.89","1","1","2","OTHER CUSTOMER"
"17052","-10","1","399.09","4","2","2","OTHER CUSTOMER"
"17053","90","2","496.38","2","3","3","AVERAGE CUSTOMER"
"17054","-10","6","1353.83","4","4","4","GOOD CUSTOMER"
"17058","43","3","1179.89","2","3","4","OTHER CUSTOMER"
"17059","-9","5","3080.39","4","4","5","GOOD CUSTOMER"
"17060","228","1","234.23999999999998","1","1","2","OTHER CUSTOMER"
"17061","35","12","5116.13","2","5","5","OTHER CUSTOMER"
"17062","275","5","529.43","1","4","3","OTHER CUSTOMER"
"17063","-30","11","1421.59","5","5","4","GOOD CUSTOMER"
"17064","20","3","855.45","3","3","3","AVERAGE CUSTOMER"
"17065","105","1","-112.35","2","1","1","OTHER CUSTOMER"
"17068","-26","22","4531.34","4","5","5","GOOD CUSTOMER"
"17069","-10","13","2655.22","4","5","5","GOOD CUSTOMER"
"17070","76","1","304.24","2","1","2","OTHER CUSTOMER"
"17071","-30","14","2385.48","5","5","5","GOOD CUSTOMER"
"17073","-21","4","1446.09","4","4","4","GOOD CUSTOMER"
"17075","-21","5","813.77","4","4","3","OTHER CUSTOMER"
"17076","-2","3","841.08","3","3","3","AVERAGE CUSTOMER"
"17078","-2","2","378.2","3","2","2","AVERAGE CUSTOMER"
"17079","40","1","118.8","2","1","1","OTHER CUSTOMER"
"17080","-16","3","285.5","4","3","2","OTHER CUSTOMER"
"17081","-13","2","288.91","4","2","2","OTHER CUSTOMER"
"17082","-5","2","2003.85","3","3","5","OTHER CUSTOMER"
"17083","71","3","1405.78","2","3","4","OTHER CUSTOMER"
"17084","-3","2","2747.99","3","3","5","OTHER CUSTOMER"
"17085","85","6","1550.8","2","4","4","OTHER CUSTOMER"
"17086","-31","6","2050.08","5","4","5","GOOD CUSTOMER"
"17088","-10","4","1991.01","4","4","4","GOOD CUSTOMER"
"17090","-34","8","1972.55","5","5","4","GOOD CUSTOMER"
"17091","-36","10","3802.81","5","5","5","GOOD CUSTOMER"
"17092","12","4","1774.03","3","4","4","OTHER CUSTOMER"
"17094","280","2","270.2","1","2","2","OTHER CUSTOMER"
"17095","-16","6","1088.2","4","4","4","GOOD CUSTOMER"
"17096","-29","7","992.68","5","5","4","GOOD CUSTOMER"
"17097","-36","9","937.92","5","5","4","GOOD CUSTOMER"
"17100","-20","2","971.74","4","3","4","OTHER CUSTOMER"
"17101","-28","4","1621.73","5","4","4","GOOD CUSTOMER"
"17102","223","1","25.5","1","1","1","OTHER CUSTOMER"
"17105","121","2","665.78","2","3","3","AVERAGE CUSTOMER"
"17107","-6","7","10362.48","3","5","5","OTHER CUSTOMER"
"17109","-9","8","865.93","4","5","3","OTHER CUSTOMER"
"17110","127","1","163.29999999999998","2","1","1","OTHER CUSTOMER"
"17111","9","1","231.60999999999999","3","1","1","OTHER CUSTOMER"
"17114","-33","10","739.72","5","5","3","OTHER CUSTOMER"
"17115","-30","5","806.9","5","4","3","OTHER CUSTOMER"
"17117","250","1","116.2","1","1","1","OTHER CUSTOMER"
"17118","279","1","157.02","1","1","1","OTHER CUSTOMER"
"17119","-35","3","593.61","5","3","3","OTHER CUSTOMER"
"17120","195","1","307.46","1","1","2","OTHER CUSTOMER"
"17122","81","1","138.32","2","1","1","OTHER CUSTOMER"
"17123","123","1","345.3","2","2","2","AVERAGE CUSTOMER"
"17124","147","1","294.24","1","1","2","OTHER CUSTOMER"
"17125","12","1","230.5","3","1","1","OTHER CUSTOMER"
"17126","114","7","976.55","2","5","4","OTHER CUSTOMER"
"17128","296","1","157.09","1","1","1","OTHER CUSTOMER"
"17131","-33","5","2463.17","5","4","5","GOOD CUSTOMER"
"17133","-23","7","4892.24","4","5","5","GOOD CUSTOMER"
"17134","68","2","413.2","2","2","2","AVERAGE CUSTOMER"
"17135","-22","7","1139.73","4","5","4","GOOD CUSTOMER"
"17138","237","1","380.5","1","2","2","OTHER CUSTOMER"
"17139","-23","15","10567.87","4","5","5","GOOD CUSTOMER"
"17140","209","1","454.12","1","2","2","OTHER CUSTOMER"
"17142","201","1","579","1","2","3","OTHER CUSTOMER"
"17144","-37","2","984.57","5","3","4","OTHER CUSTOMER"
"17146","67","3","749.78","2","3","3","AVERAGE CUSTOMER"
"17147","-16","6","1679.64","4","4","4","GOOD CUSTOMER"
"17148","13","1","124.88","3","1","1","OTHER CUSTOMER"
"17152","156","4","1503.5","1","4","4","OTHER CUSTOMER"
"17153","-14","1","213.78","4","1","1","OTHER CUSTOMER"
"17154","37","1","329.34","2","2","2","AVERAGE CUSTOMER"
"17155","-21","2","251.7","4","2","2","OTHER CUSTOMER"
"17157","-31","3","306.55","5","3","2","OTHER CUSTOMER"
"17158","-6","3","1266.97","3","3","4","OTHER CUSTOMER"
"17159","-17","4","1534.73","4","4","4","GOOD CUSTOMER"
"17160","-7","6","3518.03","4","4","5","GOOD CUSTOMER"
"17162","-10","11","1707.21","4","5","4","GOOD CUSTOMER"
"17163","-17","2","293.1","4","2","2","OTHER CUSTOMER"
"17164","-6","8","2466.4","3","5","5","OTHER CUSTOMER"
"17165","246","1","158.68","1","1","1","OTHER CUSTOMER"
"17166","0","3","189.49","3","3","1","OTHER CUSTOMER"
"17169","12","4","816.88","3","4","3","OTHER CUSTOMER"
"17171","251","1","224.91","1","1","1","OTHER CUSTOMER"
"17172","36","2","313.26","2","2","2","AVERAGE CUSTOMER"
"17173","-33","9","3755.65","5","5","5","GOOD CUSTOMER"
"17174","179","1","59.9","1","1","1","OTHER CUSTOMER"
"17175","6","5","1430.94","3","4","4","OTHER CUSTOMER"
"17176","163","1","306.13","1","1","2","OTHER CUSTOMER"
"17179","140","3","711.79","2","3","3","AVERAGE CUSTOMER"
"17180","18","6","768.32","3","4","3","OTHER CUSTOMER"
"17181","19","2","239.92","3","2","2","AVERAGE CUSTOMER"
"17183","-31","8","3286.91","5","5","5","GOOD CUSTOMER"
"17186","8","2","144","3","2","1","OTHER CUSTOMER"
"17187","188","1","203.95","1","1","1","OTHER CUSTOMER"
"17188","-27","9","2275.58","5","5","5","GOOD CUSTOMER"
"17189","68","2","383.75","2","2","2","AVERAGE CUSTOMER"
"17190","20","3","249.74","3","3","2","AVERAGE CUSTOMER"
"17191","-10","7","2093.68","4","5","5","GOOD CUSTOMER"
"17193","-3","9","1674.46","3","5","4","OTHER CUSTOMER"
"17194","235","2","262.62","1","2","2","OTHER CUSTOMER"
"17197","-9","1","1013.01","4","2","4","OTHER CUSTOMER"
"17198","-15","3","692.22","4","3","3","OTHER CUSTOMER"
"17201","15","1","289.78000000000003","3","1","2","OTHER CUSTOMER"
"17203","-3","6","3560.08","3","4","5","OTHER CUSTOMER"
"17204","131","9","1352.91","2","5","4","OTHER CUSTOMER"
"17205","15","1","384.08","3","2","2","AVERAGE CUSTOMER"
"17206","15","1","204.24","3","1","1","OTHER CUSTOMER"
"17211","-12","9","2299.67","4","5","5","GOOD CUSTOMER"
"17212","215","1","226.85","1","1","1","OTHER CUSTOMER"
"17213","2","11","2741.08","3","5","5","OTHER CUSTOMER"
"17214","22","7","974.12","3","5","4","OTHER CUSTOMER"
"17217","196","1","113.5","1","1","1","OTHER CUSTOMER"
"17218","-34","10","1951.97","5","5","4","GOOD CUSTOMER"
"17219","-7","1","114.23","3","1","1","OTHER CUSTOMER"
"17220","-14","14","3187.55","4","5","5","GOOD CUSTOMER"
"17221","-31","2","334.48","5","2","2","OTHER CUSTOMER"
"17222","27","1","328.65","3","1","2","OTHER CUSTOMER"
"17223","272","2","416.89","1","2","2","OTHER CUSTOMER"
"17226","270","1","393.49","1","2","2","OTHER CUSTOMER"
"17227","-20","6","939.32","4","4","4","GOOD CUSTOMER"
"17228","-23","8","1906.09","4","5","4","GOOD CUSTOMER"
"17229","58","2","318.76","2","2","2","AVERAGE CUSTOMER"
"17230","226","11","3466.67","1","5","5","OTHER CUSTOMER"
"17231","-26","14","3078.22","4","5","5","GOOD CUSTOMER"
"17232","-36","2","417.77","5","2","2","OTHER CUSTOMER"
"17233","-3","1","190.88","3","1","1","OTHER CUSTOMER"
"17234","144","1","149.89000000000001","1","1","1","OTHER CUSTOMER"
"17235","-13","2","550.0600000000001","4","3","3","OTHER CUSTOMER"
"17236","-26","6","916.13","4","4","4","GOOD CUSTOMER"
"17237","-27","2","314.69","4","2","2","OTHER CUSTOMER"
"17238","-36","17","3719.1","5","5","5","GOOD CUSTOMER"
"17239","274","2","379.95","1","2","2","OTHER CUSTOMER"
"17242","70","2","1135.04","2","3","4","OTHER CUSTOMER"
"17243","-37","30","8491.75","5","5","5","GOOD CUSTOMER"
"17244","15","1","954.9","3","2","4","OTHER CUSTOMER"
"17245","166","1","171.45000000000002","1","1","1","OTHER CUSTOMER"
"17247","-23","1","280.09000000000003","4","1","2","OTHER CUSTOMER"
"17248","82","1","318.65","2","1","2","OTHER CUSTOMER"
"17250","-35","2","381.97","5","2","2","OTHER CUSTOMER"
"17251","324","1","269.83","1","1","2","OTHER CUSTOMER"
"17252","78","2","348.90999999999997","2","2","2","AVERAGE CUSTOMER"
"17253","-20","1","178.26","4","1","1","OTHER CUSTOMER"
"17254","-34","2","271.19","5","2","2","OTHER CUSTOMER"
"17255","2","2","291.48","3","2","2","AVERAGE CUSTOMER"
"17256","69","2","240","2","2","2","AVERAGE CUSTOMER"
"17259","110","2","581.23","2","3","3","AVERAGE CUSTOMER"
"17262","14","5","1253.36","3","4","4","OTHER CUSTOMER"
"17263","170","1","63.44","1","1","1","OTHER CUSTOMER"
"17265","100","2","550.01","2","3","3","AVERAGE CUSTOMER"
"17266","-36","3","296.58","5","3","2","OTHER CUSTOMER"
"17267","89","2","317.2","2","2","2","AVERAGE CUSTOMER"
"17268","69","4","763.64","2","4","3","OTHER CUSTOMER"
"17272","4","5","2144.5299999999997","3","4","5","OTHER CUSTOMER"
"17274","-3","1","107.82","3","1","1","OTHER CUSTOMER"
"17277","189","2","1065.35","1","3","4","OTHER CUSTOMER"
"17278","203","1","246.04","1","1","2","OTHER CUSTOMER"
"17279","19","1","187.83","3","1","1","OTHER CUSTOMER"
"17282","92","3","1685.46","2","3","4","OTHER CUSTOMER"
"17284","22","7","1636.58","3","5","4","OTHER CUSTOMER"
"17286","-17","1","151.37","4","1","1","OTHER CUSTOMER"
"17287","-12","7","1049.06","4","5","4","GOOD CUSTOMER"
"17288","-29","7","1417.6299999999999","5","5","4","GOOD CUSTOMER"
"17289","-7","4","922.77","4","4","4","GOOD CUSTOMER"
"17290","-35","2","513.01","5","3","3","OTHER CUSTOMER"
"17291","270","1","550.8","1","2","3","OTHER CUSTOMER"
"17293","-30","9","1854.06","5","5","4","GOOD CUSTOMER"
"17295","-10","3","547","4","3","3","OTHER CUSTOMER"
"17297","-21","1","128.18","4","1","1","OTHER CUSTOMER"
"17298","63","2","498.42","2","3","3","AVERAGE CUSTOMER"
"17299","-27","4","656.61","4","4","3","OTHER CUSTOMER"
"17301","-17","1","163.24","4","1","1","OTHER CUSTOMER"
"17302","-24","6","1119.93","4","4","4","GOOD CUSTOMER"
"17303","323","1","250.04","1","1","2","OTHER CUSTOMER"
"17306","-28","21","8600.73","5","5","5","GOOD CUSTOMER"
"17307","327","1","-152.64","1","1","1","OTHER CUSTOMER"
"17309","57","1","82.75","2","1","1","OTHER CUSTOMER"
"17311","40","2","1384.85","2","3","4","OTHER CUSTOMER"
"17312","100","3","644.3000000000001","2","3","3","AVERAGE CUSTOMER"
"17313","-21","2","2288.13","4","3","5","OTHER CUSTOMER"
"17314","-14","11","2514.76","4","5","5","GOOD CUSTOMER"
"17315","-38","43","6193.43","5","5","5","GOOD CUSTOMER"
"17317","8","5","2524.02","3","4","5","OTHER CUSTOMER"
"17320","62","3","1200.62","2","3","4","OTHER CUSTOMER"
"17321","-30","2","657.16","5","3","3","OTHER CUSTOMER"
"17323","-23","9","894.44","4","5","3","OTHER CUSTOMER"
"17324","-21","4","986.48","4","4","4","GOOD CUSTOMER"
"17325","242","1","96.8","1","1","1","OTHER CUSTOMER"
"17329","-24","2","523.11","4","3","3","OTHER CUSTOMER"
"17330","-16","2","363.9","4","2","2","OTHER CUSTOMER"
"17331","85","1","175.2","2","1","1","OTHER CUSTOMER"
"17333","47","1","494.25","2","2","3","AVERAGE CUSTOMER"
"17334","263","3","306.6","1","3","2","OTHER CUSTOMER"
"17337","113","7","1897.51","2","5","4","OTHER CUSTOMER"
"17338","-21","10","6461.79","4","5","5","GOOD CUSTOMER"
"17339","56","2","243.35999999999999","2","2","2","AVERAGE CUSTOMER"
"17340","-29","16","11891.18","5","5","5","GOOD CUSTOMER"
"17341","118","3","682.29","2","3","3","AVERAGE CUSTOMER"
"17343","317","1","193.64000000000001","1","1","1","OTHER CUSTOMER"
"17344","8","1","157.62","3","1","1","OTHER CUSTOMER"
"17345","-23","4","519.6899999999999","4","4","3","OTHER CUSTOMER"
"17346","-35","16","2557.9","5","5","5","GOOD CUSTOMER"
"17347","48","1","228.96","2","1","1","OTHER CUSTOMER"
"17348","-24","5","1156.6","4","4","4","GOOD CUSTOMER"
"17349","141","1","98.25","1","1","1","OTHER CUSTOMER"
"17350","-30","5","1251.44","5","4","4","GOOD CUSTOMER"
"17351","-2","3","587.15","3","3","3","AVERAGE CUSTOMER"
"17353","91","2","1740","2","3","4","OTHER CUSTOMER"
"17354","12","1","1393.06","3","2","4","OTHER CUSTOMER"
"17356","273","1","178.22","1","1","1","OTHER CUSTOMER"
"17357","-14","2","384.39","4","2","2","OTHER CUSTOMER"
"17358","265","2","360.81","1","2","2","OTHER CUSTOMER"
"17359","-27","1","127.86","4","1","1","OTHER CUSTOMER"
"17360","-21","3","568.24","4","3","3","OTHER CUSTOMER"
"17361","11","3","488.2","3","3","3","AVERAGE CUSTOMER"
"17362","201","2","312.23","1","2","2","OTHER CUSTOMER"
"17364","-38","12","4437.23","5","5","5","GOOD CUSTOMER"
"17365","-26","8","4767.36","4","5","5","GOOD CUSTOMER"
"17367","200","1","167.55","1","1","1","OTHER CUSTOMER"
"17368","-15","9","1315.72","4","5","4","GOOD CUSTOMER"
"17370","34","4","446.18","2","4","2","OTHER CUSTOMER"
"17371","-21","3","418.4","4","3","2","OTHER CUSTOMER"
"17372","2","8","1337.18","3","5","4","OTHER CUSTOMER"
"17373","2","4","646.92","3","4","3","OTHER CUSTOMER"
"17374","180","2","495.77","1","3","3","OTHER CUSTOMER"
"17375","152","4","372.5","1","4","2","OTHER CUSTOMER"
"17376","32","2","203.2","3","2","1","OTHER CUSTOMER"
"17377","-15","21","3883.32","4","5","5","GOOD CUSTOMER"
"17379","-27","1","389.72","4","2","2","OTHER CUSTOMER"
"17381","-30","30","20272.43","5","5","5","GOOD CUSTOMER"
"17382","27","1","65.4","3","1","1","OTHER CUSTOMER"
"17383","-34","1","193.39000000000001","5","1","1","OTHER CUSTOMER"
"17384","-19","2","336.4","4","2","2","OTHER CUSTOMER"
"17385","-24","1","256.11","4","1","2","OTHER CUSTOMER"
"17386","-31","6","2686.42","5","4","5","GOOD CUSTOMER"
"17387","-19","2","746.81","4","3","3","OTHER CUSTOMER"
"17388","39","4","1259.56","2","4","4","OTHER CUSTOMER"
"17389","-38","43","31300.079999999998","5","5","5","GOOD CUSTOMER"
"17391","125","2","508.8","2","3","3","AVERAGE CUSTOMER"
"17392","268","2","417.27","1","2","2","OTHER CUSTOMER"
"17394","181","1","203.87","1","1","1","OTHER CUSTOMER"
"17396","1","8","7330.8","3","5","5","OTHER CUSTOMER"
"17397","-16","2","681.41","4","3","3","OTHER CUSTOMER"
"17398","76","3","653.38","2","3","3","AVERAGE CUSTOMER"
"17400","88","5","2097.84","2","4","5","OTHER CUSTOMER"
"17402","-34","13","2633.85","5","5","5","GOOD CUSTOMER"
"17403","-2","1","263.92","3","1","2","OTHER CUSTOMER"
"17404","-34","18","30300.82","5","5","5","GOOD CUSTOMER"
"17405","-37","5","967.22","5","4","4","GOOD CUSTOMER"
"17406","292","5","1912.72","1","4","4","OTHER CUSTOMER"
"17408","125","1","32.65","2","1","1","OTHER CUSTOMER"
"17409","146","2","771.85","1","3","3","OTHER CUSTOMER"
"17410","-22","5","1214.72","4","4","4","GOOD CUSTOMER"
"17411","-26","4","748.94","4","4","3","OTHER CUSTOMER"
"17412","-36","7","1258.06","5","5","4","GOOD CUSTOMER"
"17414","5","2","778","3","3","3","AVERAGE CUSTOMER"
"17415","41","1","507.84","2","2","3","AVERAGE CUSTOMER"
"17416","-9","9","6838.34","4","5","5","GOOD CUSTOMER"
"17418","4","2","463.46","3","3","2","AVERAGE CUSTOMER"
"17419","-27","14","4200.97","5","5","5","GOOD CUSTOMER"
"17420","12","3","598.83","3","3","3","AVERAGE CUSTOMER"
"17422","-22","10","1853.1299999999999","4","5","4","GOOD CUSTOMER"
"17423","7","4","663.63","3","4","3","OTHER CUSTOMER"
"17425","-19","2","759.17","4","3","3","OTHER CUSTOMER"
"17426","-34","7","5022.26","5","5","5","GOOD CUSTOMER"
"17427","33","1","100.8","2","1","1","OTHER CUSTOMER"
"17428","-38","33","17078.45","5","5","5","GOOD CUSTOMER"
"17429","82","4","512.12","2","4","3","OTHER CUSTOMER"
"17430","-6","2","265.76","3","2","2","AVERAGE CUSTOMER"
"17431","275","1","403.3","1","2","2","OTHER CUSTOMER"
"17432","-20","2","365.76","4","2","2","OTHER CUSTOMER"
"17433","50","1","303.16","2","1","2","OTHER CUSTOMER"
"17434","-36","9","2333.42","5","5","5","GOOD CUSTOMER"
"17436","-37","2","216.3","5","2","1","OTHER CUSTOMER"
"17438","209","2","378.3","1","2","2","OTHER CUSTOMER"
"17440","109","5","177.1","2","4","1","OTHER CUSTOMER"
"17442","-9","10","2210.26","4","5","5","GOOD CUSTOMER"
"17443","181","1","534.24","1","2","3","OTHER CUSTOMER"
"17444","109","3","2940.04","2","3","5","OTHER CUSTOMER"
"17446","138","2","120.89999999999999","2","2","1","OTHER CUSTOMER"
"17447","2","2","541.53","3","3","3","AVERAGE CUSTOMER"
"17448","106","1","-4287.63","2","1","1","OTHER CUSTOMER"
"17449","-36","8","2503.21","5","5","5","GOOD CUSTOMER"
"17450","-30","55","187322.17","5","5","5","GOOD CUSTOMER"
"17451","-37","10","1648.95","5","5","4","GOOD CUSTOMER"
"17453","-21","2","486.72","4","3","3","OTHER CUSTOMER"
"17454","154","4","517.53","1","4","3","OTHER CUSTOMER"
"17455","165","1","131.7","1","1","1","OTHER CUSTOMER"
"17456","327","1","249.85999999999999","1","1","2","OTHER CUSTOMER"
"17457","88","5","1737.7","2","4","4","OTHER CUSTOMER"
"17458","-23","1","316.5","4","1","2","OTHER CUSTOMER"
"17459","5","2","657.3","3","3","3","AVERAGE CUSTOMER"
"17460","40","8","452.63","2","5","2","OTHER CUSTOMER"
"17461","-16","3","735.82","4","3","3","OTHER CUSTOMER"
"17462","13","3","662.94","3","3","3","AVERAGE CUSTOMER"
"17463","-22","6","1860.81","4","4","4","GOOD CUSTOMER"
"17464","120","1","289.96000000000004","2","1","2","OTHER CUSTOMER"
"17466","-28","2","763.28","5","3","3","OTHER CUSTOMER"
"17468","-28","2","137","5","2","1","OTHER CUSTOMER"
"17469","-22","6","1843.06","4","4","4","GOOD CUSTOMER"
"17470","6","5","1125.07","3","4","4","OTHER CUSTOMER"
"17472","153","3","697.54","1","3","3","OTHER CUSTOMER"
"17475","41","1","194.37","2","1","1","OTHER CUSTOMER"
"17480","35","2","506.51","2","3","3","AVERAGE CUSTOMER"
"17481","-35","5","1249.34","5","4","4","GOOD CUSTOMER"
"17483","27","3","414.04","3","3","2","AVERAGE CUSTOMER"
"17486","223","1","396.87","1","2","2","OTHER CUSTOMER"
"17489","20","2","376.64","3","2","2","AVERAGE CUSTOMER"
"17490","-38","11","1926.88","5","5","4","GOOD CUSTOMER"
"17491","-37","11","3541.92","5","5","5","GOOD CUSTOMER"
"17492","210","1","374.57","1","2","2","OTHER CUSTOMER"
"17495","-31","2","497.56","5","3","3","OTHER CUSTOMER"
"17496","320","1","271.05","1","1","2","OTHER CUSTOMER"
"17498","37","1","272.21999999999997","2","1","2","OTHER CUSTOMER"
"17499","251","1","622.88","1","2","3","OTHER CUSTOMER"
"17500","-21","3","1138","4","3","4","OTHER CUSTOMER"
"17501","182","2","288.6","1","2","2","OTHER CUSTOMER"
"17502","-29","4","689.1","5","4","3","OTHER CUSTOMER"
"17503","-36","2","558.96","5","3","3","OTHER CUSTOMER"
"17504","168","10","2745.28","1","5","5","OTHER CUSTOMER"
"17505","123","2","1145.84","2","3","4","OTHER CUSTOMER"
"17506","32","2","294.29","3","2","2","AVERAGE CUSTOMER"
"17507","223","2","605.58","1","3","3","OTHER CUSTOMER"
"17508","242","1","387.31","1","2","2","OTHER CUSTOMER"
"17509","19","11","6069.24","3","5","5","OTHER CUSTOMER"
"17510","-14","1","308.48","4","1","2","OTHER CUSTOMER"
"17511","-36","46","88125.38","5","5","5","GOOD CUSTOMER"
"17512","-10","11","2920.04","4","5","5","GOOD CUSTOMER"
"17513","34","1","513.1999999999999","2","2","3","AVERAGE CUSTOMER"
"17514","90","1","208.65","2","1","1","OTHER CUSTOMER"
"17515","-7","4","639.02","4","4","3","OTHER CUSTOMER"
"17516","-23","5","764.88","4","4","3","OTHER CUSTOMER"
"17517","270","1","153.94","1","1","1","OTHER CUSTOMER"
"17519","-21","7","1839.07","4","5","4","GOOD CUSTOMER"
"17520","15","1","546.81","3","2","3","AVERAGE CUSTOMER"
"17521","-14","4","721.96","4","4","3","OTHER CUSTOMER"
"17522","-37","5","1070.71","5","4","4","GOOD CUSTOMER"
"17523","-27","4","652.74","4","4","3","OTHER CUSTOMER"
"17524","323","1","145","1","1","1","OTHER CUSTOMER"
"17525","321","1","422.7","1","2","2","OTHER CUSTOMER"
"17526","-37","8","706.7","5","5","3","OTHER CUSTOMER"
"17527","15","6","888.86","3","4","3","OTHER CUSTOMER"
"17528","-37","11","3540.1","5","5","5","GOOD CUSTOMER"
"17530","-37","10","2367.12","5","5","5","GOOD CUSTOMER"
"17531","82","2","293.45","2","2","2","AVERAGE CUSTOMER"
"17534","15","1","223.36","3","1","1","OTHER CUSTOMER"
"17535","242","1","164.4","1","1","1","OTHER CUSTOMER"
"17536","139","1","76.5","2","1","1","OTHER CUSTOMER"
"17537","-9","2","887.67","4","3","3","OTHER CUSTOMER"
"17538","-13","1","98.42","4","1","1","OTHER CUSTOMER"
"17540","-30","3","570.4","5","3","3","OTHER CUSTOMER"
"17542","231","1","170.75","1","1","1","OTHER CUSTOMER"
"17545","5","3","642.32","3","3","3","AVERAGE CUSTOMER"
"17547","334","1","-11.8","1","1","1","OTHER CUSTOMER"
"17548","179","3","-141.48","1","3","1","OTHER CUSTOMER"
"17549","-15","2","148.86","4","2","1","OTHER CUSTOMER"
"17550","159","3","267.16","1","3","2","OTHER CUSTOMER"
"17551","321","1","290.34","1","1","2","OTHER CUSTOMER"
"17552","4","6","909.96","3","4","4","OTHER CUSTOMER"
"17553","91","1","1487.6","2","2","4","OTHER CUSTOMER"
"17554","-37","5","1952.45","5","4","4","GOOD CUSTOMER"
"17555","-19","2","480.31","4","3","3","OTHER CUSTOMER"
"17556","167","1","157.9","1","1","1","OTHER CUSTOMER"
"17557","-24","3","541.46","4","3","3","OTHER CUSTOMER"
"17560","56","5","854.95","2","4","3","OTHER CUSTOMER"
"17561","-19","1","165.12","4","1","1","OTHER CUSTOMER"
"17562","-24","8","1107.3799999999999","4","5","4","GOOD CUSTOMER"
"17564","-14","3","454.01","4","3","2","OTHER CUSTOMER"
"17566","-30","2","869.77","5","3","3","OTHER CUSTOMER"
"17567","-31","10","4012.56","5","5","5","GOOD CUSTOMER"
"17569","294","1","344.14","1","2","2","OTHER CUSTOMER"
"17571","12","4","1425.67","3","4","4","OTHER CUSTOMER"
"17572","33","4","226.75","2","4","1","OTHER CUSTOMER"
"17573","-9","4","362.9","4","4","2","OTHER CUSTOMER"
"17574","204","1","185.65","1","1","1","OTHER CUSTOMER"
"17576","-30","22","3399.93","5","5","5","GOOD CUSTOMER"
"17578","152","2","124.74","1","2","1","OTHER CUSTOMER"
"17579","-34","4","440.2","5","4","2","OTHER CUSTOMER"
"17580","214","3","215.72","1","3","1","OTHER CUSTOMER"
"17581","-38","31","10716.31","5","5","5","GOOD CUSTOMER"
"17582","198","1","175.27","1","1","1","OTHER CUSTOMER"
"17584","-31","3","1227.3","5","3","4","OTHER CUSTOMER"
"17585","71","4","1116.68","2","4","4","OTHER CUSTOMER"
"17588","62","3","1240.2","2","3","4","OTHER CUSTOMER"
"17589","22","4","2404.17","3","4","5","OTHER CUSTOMER"
"17590","-36","3","1468.02","5","3","4","OTHER CUSTOMER"
"17591","35","8","2192.72","2","5","5","OTHER CUSTOMER"
"17593","-35","6","3908.08","5","4","5","GOOD CUSTOMER"
"17594","47","2","993.18","2","3","4","OTHER CUSTOMER"
"17595","-26","2","386.69","4","2","2","OTHER CUSTOMER"
"17596","-15","7","2806.69","4","5","5","GOOD CUSTOMER"
"17597","175","1","2044.3700000000001","1","2","5","OTHER CUSTOMER"
"17600","-21","1","161.67","4","1","1","OTHER CUSTOMER"
"17601","201","1","116.00999999999999","1","1","1","OTHER CUSTOMER"
"17602","-36","8","5002.22","5","5","5","GOOD CUSTOMER"
"17603","12","5","-1165.3","3","4","1","OTHER CUSTOMER"
"17604","179","2","309.36","1","2","2","OTHER CUSTOMER"
"17608","-5","2","191.99","3","2","1","OTHER CUSTOMER"
"17609","2","6","1097.48","3","4","4","OTHER CUSTOMER"
"17611","-35","19","3924.77","5","5","5","GOOD CUSTOMER"
"17612","15","10","1992.76","3","5","4","OTHER CUSTOMER"
"17613","-16","17","4494.7699999999995","4","5","5","GOOD CUSTOMER"
"17614","19","1","386.32","3","2","2","AVERAGE CUSTOMER"
"17615","92","3","329.6","2","3","2","AVERAGE CUSTOMER"
"17616","135","3","571.1999999999999","2","3","3","AVERAGE CUSTOMER"
"17618","-33","3","930.28","5","3","4","OTHER CUSTOMER"
"17619","274","1","214.37","1","1","1","OTHER CUSTOMER"
"17620","21","1","81.44","3","1","1","OTHER CUSTOMER"
"17621","-17","4","1336.1","4","4","4","GOOD CUSTOMER"
"17623","-6","1","527.05","3","2","3","AVERAGE CUSTOMER"
"17624","-24","2","843.48","4","3","3","OTHER CUSTOMER"
"17625","-20","4","2020.4","4","4","5","GOOD CUSTOMER"
"17628","43","1","75.75","2","1","1","OTHER CUSTOMER"
"17629","-33","9","1784.12","5","5","4","GOOD CUSTOMER"
"17630","131","2","503.6","2","3","3","AVERAGE CUSTOMER"
"17631","-37","3","528.33","5","3","3","OTHER CUSTOMER"
