"customerid","totalrevenue","totalorders","lastpurchasedate"
"15360","427.93","1","31-10-2011"
"15361","418.92","1","13-12-2010"
"15363","318.05","2","12-04-2011"
"15364","913.19","2","30-03-2011"
"15365","1330.45","9","28-01-2011"
"15366","602.51","2","25-09-2011"
"15367","1867.69","5","20-05-2011"
"15368","446.94000000000005","1","18-11-2011"
"15369","-1592.49","1","18-07-2011"
"15370","2360.55","8","30-10-2011"
"15372","2007.3999999999999","1","25-07-2011"
"15373","2213.11","13","30-03-2011"
"15374","168","1","03-08-2011"
"15376","1221.56","3","30-10-2011"
"15379","3631.89","8","23-06-2011"
"15380","1682.3600000000001","6","24-10-2011"
"15381","596.85","2","16-03-2011"
"15382","5927.86","8","25-11-2011"
"15384","635.76","3","23-06-2011"
"15385","316.88","1","30-10-2011"
"15386","394.14","1","06-06-2011"
"15388","140.54","1","14-03-2011"
"15389","500","1","20-06-2011"
"15392","1515.73","5","16-12-2010"
"15393","231.86","2","23-11-2011"
"15394","2183.54","4","30-11-2011"
"15395","107.45","1","18-01-2011"
"15396","288.18","1","19-08-2011"
"15397","94","1","23-02-2011"
"15398","1339.63","3","27-09-2011"
"15399","815.77","3","21-09-2011"
"15400","666.7","6","18-08-2011"
"15402","626.77","2","27-05-2011"
"15405","349.1","1","03-06-2011"
"15406","426.61","4","21-11-2011"
"15407","1046.74","4","09-06-2011"
"15408","267.18","1","20-03-2011"
"15410","3450.84","8","23-03-2011"
"15411","1336.43","5","30-09-2011"
"15412","190.53","1","21-06-2011"
"15414","774.9000000000001","3","30-11-2011"
"15415","559.61","1","30-01-2011"
"15416","3974.37","5","14-04-2011"
"15417","508.8","1","15-09-2011"
"15419","135.85999999999999","1","15-11-2011"
"15421","950.36","4","12-10-2011"
"15422","97.7","2","20-01-2011"
"15423","43.5","1","01-11-2011"
"15424","383.34","2","30-03-2011"
"15426","1386.58","7","27-03-2011"
"15427","1430.54","3","23-10-2011"
"15428","93.78","1","24-11-2011"
"15429","364.9","3","25-09-2011"
"15432","171.19","1","16-11-2011"
"15433","417.87","3","21-09-2011"
"15434","997.48","6","24-08-2011"
"15435","149.29","1","17-11-2011"
"15436","1067.75","3","27-11-2011"
"15437","200.16","1","22-03-2011"
"15438","156.58","1","31-07-2011"
"15440","383.68","3","26-07-2011"
"15442","594","1","05-04-2011"
"15443","3188.84","8","27-11-2011"
"15444","1411.21","2","30-11-2011"
"15445","113.5","1","20-03-2011"
"15447","155.17","1","13-01-2011"
"15448","494.64","1","31-01-2011"
"15449","971.22","5","23-03-2011"
"15450","429.84","1","09-11-2011"
"15452","528.48","3","29-09-2011"
"15453","1371.77","7","31-07-2011"
"15454","179.1","1","12-12-2010"
"15456","434.59000000000003","3","15-12-2010"
"15457","237.07","1","22-03-2011"
"15458","161.64","1","14-11-2011"
"15460","214.26","1","20-12-2010"
"15462","234.6","3","19-07-2011"
"15463","126.14","1","10-11-2011"
"15464","1044.65","1","05-01-2011"
"15465","6945.0199999999995","24","27-03-2011"
"15466","334.53","1","15-09-2011"
"15467","511.88","4","30-11-2011"
"15468","438.46","5","27-10-2011"
"15469","504.5","4","27-10-2011"
"15471","454.48","1","07-12-2011"
"15472","371.56","1","18-08-2011"
"15473","1465.2","10","25-11-2011"
"15475","454.11","1","23-09-2011"
"15478","1399.92","2","30-10-2011"
"15480","905.5","1","15-08-2011"
"15482","6393.52","16","27-06-2011"
"15483","225.26","4","18-03-2011"
"15484","3559.21","5","30-11-2011"
"15485","2564.5","3","09-11-2011"
"15488","91.32000000000001","1","08-09-2011"
"15489","1090.03","4","17-11-2011"
"15491","3090.85","7","31-08-2011"
"15492","659.4599999999999","2","26-09-2011"
"15493","1918.8600000000001","7","14-03-2011"
"15494","1280.58","2","18-11-2011"
"15497","1259.7","3","31-01-2011"
"15498","12396.46","35","31-08-2011"
"15500","1131.56","4","21-11-2011"
"15502","5541.46","23","28-06-2011"
"15503","141.04","1","12-12-2010"
"15504","52.83","1","19-09-2011"
"15505","3497.14","7","27-09-2011"
"15506","972.08","3","25-10-2011"
"15507","475.86","1","21-06-2011"
"15508","1000.27","6","28-04-2011"
"15510","250","1","13-01-2011"
"15511","900.53","5","28-11-2011"
"15512","121","2","15-12-2010"
"15513","14520.08","22","30-10-2011"
"15514","2907.45","13","28-04-2011"
"15516","62.43","3","26-10-2011"
"15517","267.03","1","20-04-2011"
"15518","1890.99","13","28-07-2011"
"15520","343.5","1","08-12-2011"
"15521","2574.65","13","30-10-2011"
"15522","397.99","2","13-09-2011"
"15523","412.01000000000005","1","16-09-2011"
"15524","440","1","15-11-2011"
"15525","719.47","4","22-11-2011"
"15526","148.44","2","06-11-2011"
"15527","2347.57","10","28-01-2011"
"15528","229.33","1","30-03-2011"
"15529","3935.15","12","25-03-2011"
"15530","1497.31","4","23-06-2011"
"15531","1972.39","2","09-11-2011"
"15532","1500.88","6","31-07-2011"
"15533","746.92","5","20-11-2011"
"15535","426.4","7","19-06-2011"
"15537","110.92","1","29-06-2011"
"15539","538.46","1","02-12-2011"
"15540","213.3","1","28-11-2011"
"15541","85.13000000000001","1","17-08-2011"
"15543","127.86","1","24-02-2011"
"15544","3542.51","11","30-11-2011"
"15545","288.97","2","16-10-2011"
"15547","4910.6","14","30-10-2011"
"15549","1643.96","4","28-01-2011"
"15550","575.63","4","25-08-2011"
"15551","436.06","1","03-11-2011"
"15552","90.12","1","06-05-2011"
"15553","428.93","1","10-10-2011"
"15554","217.2","1","07-03-2011"
"15555","4747.89","20","28-08-2011"
"15556","279.77","1","15-11-2011"
"15557","468.91","1","11-11-2011"
"15561","722.74","5","28-11-2011"
"15562","134.55","1","23-12-2010"
"15563","1319.69","7","23-05-2011"
"15565","173.16","2","30-09-2011"
"15567","186.01","1","21-11-2011"
"15568","758.29","3","27-09-2011"
"15569","1375.71","5","31-07-2011"
"15570","4093.27","13","29-11-2011"
"15571","650.4300000000001","4","28-11-2011"
"15572","2533.42","7","22-08-2011"
"15573","591.1899999999999","2","15-09-2011"
"15574","675.64","4","16-12-2010"
"15576","921.37","1","02-11-2011"
"15577","258.88","3","11-07-2011"
"15578","127.10000000000001","1","30-06-2011"
"15579","327.6","2","30-01-2011"
"15581","3425.77","14","27-04-2011"
"15582","682.9100000000001","3","31-08-2011"
"15584","718.36","5","30-06-2011"
"15585","455.3","1","16-06-2011"
"15587","913.6800000000001","4","23-12-2010"
"15589","456.58","4","29-03-2011"
"15590","-30.19","1","23-02-2011"
"15592","388.58","1","24-10-2011"
"15593","199.8","1","30-09-2011"
"15594","1767.53","6","24-11-2011"
"15596","1343.34","9","31-08-2011"
"15597","315.71999999999997","2","10-11-2011"
"15598","235.68","3","20-10-2011"
"15599","761.74","2","19-05-2011"
"15601","6745.36","17","28-11-2011"
"15602","1083.63","15","31-01-2011"
"15603","48.480000000000004","1","22-09-2011"
"15604","216.39","1","18-10-2011"
"15605","1198.23","5","23-02-2011"
"15606","2422.64","11","24-02-2011"
"15607","104.76","1","07-01-2011"
"15608","1093.68","4","11-11-2011"
"15609","270.03000000000003","2","10-06-2011"
"15610","112.46000000000001","1","19-10-2011"
"15611","1568.39","15","30-11-2011"
"15612","195.15","2","09-10-2011"
"15615","10360.04","27","30-06-2011"
"15618","747.031","5","26-07-2011"
"15619","336.40000000000003","1","29-11-2011"
"15620","1524.4","6","20-10-2011"
"15621","1158.77","6","29-11-2011"
"15622","3224.53","16","28-04-2011"
"15623","301.03","1","21-07-2011"
"15624","588.13","4","28-03-2011"
"15625","1504.56","8","31-08-2011"
"15626","675.8","2","26-09-2011"
"15628","2865.64","10","29-03-2011"
"15630","1180.4","3","25-10-2011"
"15632","3147.31","10","31-03-2011"
"15634","243.55","1","22-11-2011"
"15636","724.76","2","11-09-2011"
"15637","223.36","1","18-10-2011"
"15638","-94","1","11-02-2011"
"15639","425.32","1","28-07-2011"
"15640","12336.74","17","27-04-2011"
"15641","1887.2","4","26-08-2011"
"15643","647.4","6","13-06-2011"
"15644","803.54","4","28-03-2011"
"15645","612.01","1","21-11-2011"
"15646","425.14000000000004","4","11-04-2011"
"15648","582.0500000000001","4","30-03-2011"
"15649","816","2","07-12-2010"
"15651","646.3","3","24-03-2011"
"15652","337.74","1","09-09-2011"
"15653","877.4399999999999","2","16-08-2011"
"15654","922.5300000000001","2","30-11-2011"
"15655","511.32","2","20-04-2011"
"15656","748.5","4","28-02-2011"
"15657","30","1","17-11-2011"
"15658","958.9","8","26-05-2011"
"15659","306.45","1","27-10-2011"
"15660","1552.01","12","27-07-2011"
"15661","309.8","2","26-01-2011"
"15663","138.14","1","25-08-2011"
"15664","358.63","2","20-10-2011"
"15665","2222.21","2","24-06-2011"
"15667","301.32","1","31-10-2011"
"15668","76.32000000000001","1","06-05-2011"
"15669","677.69","5","30-10-2011"
"15670","173.05","1","16-02-2011"
"15671","2635.4900000000002","10","21-11-2011"
"15673","2726.23","4","16-01-2011"
"15674","1744.02","8","30-03-2011"
"15675","323.69","3","19-09-2011"
"15676","3324.09","5","30-11-2011"
"15677","657.23","1","21-10-2011"
"15678","352.7","1","18-10-2011"
"15679","781.28","4","15-11-2011"
"15680","1333.68","3","30-11-2011"
"15681","946.36","6","21-11-2011"
"15683","193.75","1","14-08-2011"
"15687","2981.5","11","23-02-2011"
"15689","254.1","2","13-12-2010"
"15690","239.76","2","31-08-2011"
"15691","136.8","1","01-04-2011"
"15692","191.04","1","11-11-2011"
"15694","6423.6","15","20-05-2011"
"15695","409.98","2","18-03-2011"
"15696","2619.11","12","29-03-2011"
"15699","309.65","1","22-11-2011"
"15700","664.03","3","20-06-2011"
"15701","1529","4","27-09-2011"
"15703","211.5","1","20-03-2011"
"15704","2293.62","4","22-07-2011"
"15705","143.1","1","22-05-2011"
"15706","1001.8100000000001","7","28-09-2011"
"15707","916.98","4","27-10-2011"
"15708","3200.73","11","30-10-2011"
"15709","133.25","1","01-03-2011"
"15712","1072.3600000000001","5","30-11-2011"
"15713","346.75","3","19-07-2011"
"15714","330.03000000000003","2","28-11-2011"
"15716","1101.11","4","27-03-2011"
"15717","150.3","1","19-04-2011"
"15719","5028.42","14","24-05-2011"
"15720","598.73","1","15-11-2011"
"15721","471.40000000000003","1","28-11-2011"
"15722","2169.86","6","23-08-2011"
"15723","190.70000000000002","1","10-12-2010"
"15724","212.3","3","28-02-2011"
"15725","415.25","1","24-11-2011"
"15727","5159.06","7","25-05-2011"
"15728","-134.8","1","21-10-2011"
"15729","62","2","25-05-2011"
"15730","1108.38","4","19-05-2011"
"15732","294.12","2","11-05-2011"
"15733","162.3","1","02-03-2011"
"15734","1339.45","2","23-05-2011"
"15737","1121.21","12","28-09-2011"
"15738","4788.77","19","31-01-2011"
"15739","449.12","1","04-10-2011"
"15740","154.88","1","21-10-2011"
"15743","775.96","4","23-11-2011"
"15744","34.8","1","23-09-2011"
"15745","1071.24","6","27-09-2011"
"15746","182.96","2","28-07-2011"
"15747","946.64","3","27-11-2011"
"15748","144.36","1","30-10-2011"
"15749","21535.9","4","18-04-2011"
"15750","2448.8","9","28-09-2011"
"15752","2618.15","8","31-10-2011"
"15753","79.2","1","08-02-2011"
"15754","455.67","4","27-09-2011"
"15755","2318.88","8","29-11-2011"
"15756","528.01","4","10-07-2011"
"15757","714.42","2","06-05-2011"
"15758","205.25","1","15-11-2011"
"15759","253.04","3","16-12-2010"
"15762","583.75","2","23-09-2011"
"15763","1048.67","3","27-09-2011"
"15764","3245.47","10","31-08-2011"
"15766","315.06","1","06-10-2011"
"15768","581.83","4","28-04-2011"
"15769","51823.72","29","30-10-2011"
"15773","635.6800000000001","1","04-12-2011"
"15774","270.8","1","02-10-2011"
"15775","104.9","1","08-04-2011"
"15776","241.62","1","29-07-2011"
"15777","1021.61","5","26-01-2011"
"15780","475.28000000000003","3","17-12-2010"
"15781","333.56","4","28-07-2011"
"15782","2593.94","4","30-11-2011"
"15783","246.3","1","29-11-2011"
"15785","2303.75","8","30-03-2011"
"15786","4821","5","31-08-2011"
"15787","933.26","3","13-11-2011"
"15789","351.3","1","16-12-2010"
"15790","218.75","1","29-11-2011"
"15791","1604.44","3","27-10-2011"
"15793","948.96","4","31-10-2011"
"15795","610.01","1","13-07-2011"
"15796","2663.6600000000003","10","28-09-2011"
"15797","2207.4","4","24-01-2011"
"15799","884.14","3","25-09-2011"
"15800","696.89","2","24-08-2011"
"15801","1042.19","4","24-10-2011"
"15802","-451.42","3","20-07-2011"
"15803","415.82","1","19-10-2011"
"15804","3848.55","19","31-07-2011"
"15805","5411.87","20","29-06-2011"
"15806","784.58","3","24-10-2011"
"15807","903.9","3","23-09-2011"
"15808","3641.07","5","13-12-2010"
"15809","399.21","6","28-03-2011"
"15810","1145.43","7","22-09-2011"
"15811","2171.32","9","26-08-2011"
"15812","1801.14","5","30-03-2011"
"15813","1303.91","2","16-05-2011"
"15814","1842.73","6","23-11-2011"
"15815","2100.6","5","25-03-2011"
"15819","1905.45","4","31-07-2011"
"15820","206.98","1","24-01-2011"
"15821","570.96","2","26-10-2011"
"15822","885.47","2","15-12-2010"
"15823","-840.76","2","06-01-2011"
"15825","532.94","1","20-06-2011"
"15826","1649.3600000000001","4","19-10-2011"
"15827","1641.48","20","31-01-2011"
"15829","636.14","2","22-07-2011"
"15830","547.7","2","10-11-2011"
"15831","740.64","4","19-01-2011"
"15832","836.79","1","30-03-2011"
"15834","2076.3","6","30-09-2011"
"15835","954.09","4","26-10-2011"
"15836","117.47","2","25-10-2011"
"15837","391.98","1","06-10-2011"
"15838","33350.76","21","28-11-2011"
"15839","1020.74","5","20-09-2011"
"15840","345.66","3","22-06-2011"
"15841","1209.1","6","28-09-2011"
"15843","118.95000000000002","1","09-02-2011"
"15844","130.73999999999998","1","24-10-2011"
"15845","3650.87","10","28-07-2011"
"15847","389.27","2","24-02-2011"
"15850","234.88","2","24-06-2011"
"15852","160.71","2","26-05-2011"
"15853","110.8","1","19-10-2011"
"15854","2969.1200000000003","12","22-07-2011"
"15855","712.24","5","26-07-2011"
"15856","15929.74","31","31-08-2011"
"15857","297","1","21-11-2011"
"15858","1427.57","5","24-11-2011"
"15860","965.16","8","30-10-2011"
"15861","2981.92","9","28-07-2011"
"15862","832.88","4","19-08-2011"
"15863","68.84","2","31-05-2011"
"15864","1769.7800000000002","8","27-01-2011"
"15865","895.13","3","30-10-2011"
"15866","211.89","1","30-08-2011"
"15867","3795.29","16","30-09-2011"
"15869","149.64","2","07-03-2011"
"15870","351.44","1","07-11-2011"
"15872","316.25","2","25-11-2011"
"15874","4330.67","9","28-03-2011"
"15877","437.83","3","22-11-2011"
"15880","299.03","2","05-12-2010"
"15881","438.24","8","31-01-2011"
"15882","495.36","5","25-05-2011"
"15883","396.48","2","07-12-2011"
"15885","379.35","3","08-09-2011"
"15886","181.09","1","10-10-2011"
"15888","141.27","2","21-09-2011"
"15889","420.07","2","06-07-2011"
"15891","511.68","1","27-04-2011"
"15894","258.25","2","31-03-2011"
"15895","179.17","1","13-07-2011"
"15897","208.59","2","29-05-2011"
"15898","1379.63","6","27-04-2011"
"15899","56.25","1","06-12-2010"
"15900","337.28","1","16-11-2011"
"15901","351.73","3","23-11-2011"
"15903","5126.34","8","30-11-2011"
"15904","164.68","1","01-12-2011"
"15906","1521.79","8","29-03-2011"
"15907","882.72","3","16-06-2011"
"15909","191.93999999999997","1","19-06-2011"
"15910","1228.88","8","27-01-2011"
"15912","264.62","2","20-04-2011"
"15916","1466.01","10","23-11-2011"
"15917","123.1","1","06-04-2011"
"15918","334.23","2","13-03-2011"
"15919","525.69","2","20-11-2011"
"15920","167.5","4","08-07-2011"
"15921","323.03000000000003","1","20-06-2011"
"15922","363.6","2","02-12-2010"
"15923","127.08","1","02-12-2010"
"15925","207.15","1","29-05-2011"
"15930","426.63","1","03-10-2011"
"15932","2461.85","11","30-06-2011"
"15933","1107.46","3","29-09-2011"
"15935","416.86","2","14-04-2011"
"15937","145.35","1","06-10-2011"
"15938","404.58","5","22-05-2011"
"15939","6102.26","16","28-07-2011"
"15940","31.799999999999997","2","01-02-2011"
"15942","337.44","1","29-07-2011"
"15944","325.1","1","08-03-2011"
"15945","181","1","09-12-2010"
"15947","1708.24","1","18-09-2011"
"15948","955.24","2","27-10-2011"
"15949","364.72","2","29-09-2011"
"15950","1684.46","5","25-08-2011"
"15951","669.57","3","27-02-2011"
"15952","781.91","4","28-04-2011"
"15953","1632.4299999999998","10","24-11-2011"
"15955","4389.81","16","29-09-2011"
"15957","428.89","1","08-11-2011"
"15958","104.35000000000001","1","26-09-2011"
"15963","470.76","2","25-10-2011"
"15965","808.87","4","22-11-2011"
"15967","397.68","2","25-01-2011"
"15969","582.9","4","30-11-2011"
"15970","314.1","1","09-02-2011"
"15971","4199.85","12","23-08-2011"
"15973","99.77000000000001","3","18-04-2011"
"15974","3429.55","8","31-10-2011"
"15975","371.01","1","16-09-2011"
"15976","427.64","2","27-06-2011"
"15977","1054.73","2","31-10-2011"
"15978","1098.78","1","23-09-2011"
"15980","2398.86","3","30-03-2011"
"15981","3408.48","8","30-03-2011"
"15983","1465.12","4","17-11-2011"
"15984","2759.93","11","31-08-2011"
"15985","1037.42","3","17-04-2011"
"15986","168.12","1","09-11-2011"
"15987","1432.77","7","27-11-2011"
"15988","156.78","1","20-11-2011"
"15990","792.11","2","26-10-2011"
"15992","41.989999999999995","1","06-12-2011"
"15993","2736.92","10","26-10-2011"
"15994","414.27","1","16-10-2011"
"15996","1016.68","7","27-06-2011"
"15998","3074.42","6","22-03-2011"
"16000","12393.7","3","07-12-2011"
"16003","2735.37","5","28-07-2011"
"16005","578.71","4","27-11-2011"
"16006","101.4","1","12-05-2011"
"16007","1693.81","4","23-10-2011"
"16008","478.78","3","25-09-2011"
"16009","972.11","4","27-10-2011"
"16010","392.4","3","12-12-2010"
"16011","3352.96","16","29-09-2011"
"16012","1415.29","3","07-07-2011"
"16013","33366.25","54","31-05-2011"
"16014","637.58","4","21-02-2011"
"16015","689.7","4","21-10-2011"
"16016","1440.06","10","27-05-2011"
"16017","211.88","1","23-10-2011"
"16018","408.9","2","31-10-2011"
"16019","3450.2400000000002","10","30-03-2011"
"16020","851.01","3","23-11-2011"
"16022","602.63","1","24-03-2011"
"16023","719.81","3","31-05-2011"
"16024","251.03","1","27-11-2011"
"16025","439.65999999999997","1","10-11-2011"
"16026","236.09","1","27-10-2011"
"16027","852.12","7","28-02-2011"
"16029","53168.69","76","28-07-2011"
"16030","331.24","1","03-02-2011"
"16031","547.9","2","08-09-2011"
"16033","8690.03","27","27-06-2011"
"16034","437.7","3","27-05-2011"
"16036","758.92","2","21-03-2011"
"16037","855.02","3","16-12-2010"
"16038","454.33","4","22-05-2011"
"16040","1313.55","3","16-03-2011"
"16041","3166.4","3","21-07-2011"
"16042","1127.57","7","24-08-2011"
"16043","773.99","4","26-01-2011"
"16045","1340.7","4","30-06-2011"
"16048","243.69000000000003","3","15-09-2011"
"16049","1074.81","3","30-10-2011"
"16050","137.9","1","19-06-2011"
"16052","362.06","1","16-10-2011"
"16053","1511.95","2","09-08-2011"
"16054","783.9","1","17-07-2011"
"16055","134.8","1","03-05-2011"
"16056","650.75","1","25-10-2011"
"16057","2140.2200000000003","10","28-02-2011"
"16059","1453.16","6","30-03-2011"
"16061","-29.95","1","15-03-2011"
"16062","1153.62","4","30-11-2011"
"16063","335.32","1","24-03-2011"
"16065","367.14","1","09-12-2010"
"16066","1521.04","5","23-11-2011"
"16070","852.15","2","17-11-2011"
"16071","326.24","1","26-10-2011"
"16072","584.32","1","24-02-2011"
"16073","94.35","2","21-02-2011"
"16076","2173.53","11","28-07-2011"
"16078","79.2","1","01-03-2011"
"16079","1352","3","30-10-2011"
"16080","176.6","3","21-03-2011"
"16081","2799.42","5","25-03-2011"
"16083","1317.62","2","31-08-2011"
"16084","436.18","1","13-02-2011"
"16085","981.51","5","23-01-2011"
"16086","1119.31","6","24-05-2011"
"16091","315.06","2","25-05-2011"
"16092","779.36","5","30-03-2011"
"16093","17","1","25-08-2011"
"16094","1041.83","6","28-11-2011"
"16096","320.62","1","20-03-2011"
"16097","185.04999999999998","1","13-04-2011"
"16098","2005.63","7","19-04-2011"
"16099","731.9","3","28-04-2011"
"16101","1245.96","3","30-11-2011"
"16102","1842.14","3","28-10-2011"
"16103","1429.64","6","27-04-2011"
"16104","298.21","1","09-10-2011"
"16105","336.96","1","05-04-2011"
"16106","108.38","1","05-10-2011"
"16107","3204.1600000000003","7","28-10-2011"
"16108","816.1","2","16-09-2011"
"16109","611.88","2","05-05-2011"
"16110","1320.95","3","25-10-2011"
"16112","195.74","4","19-07-2011"
"16113","161.38","1","09-06-2011"
"16114","135.75000000000003","1","22-06-2011"
"16115","1660.8799999999999","8","30-11-2011"
"16116","592.88","2","18-05-2011"
"16117","232.21","1","03-06-2011"
"16119","423.36","2","28-09-2011"
"16120","1294.14","5","11-10-2011"
"16121","854.66","2","13-10-2011"
"16122","684.4200000000001","4","27-09-2011"
"16123","307.78","1","19-10-2011"
"16124","187.15","2","27-01-2011"
"16125","289.35","1","07-12-2010"
"16126","6287.77","4","30-08-2011"
"16127","656.25","1","31-10-2011"
"16128","1880.22","5","23-09-2011"
"16131","3506.54","6","19-10-2011"
"16133","14305.66","46","31-10-2011"
"16134","603.6899999999999","3","20-12-2010"
"16135","517.55","1","22-03-2011"
"16136","709.38","3","23-09-2011"
"16138","-7.95","1","06-12-2010"
"16139","635.41","3","21-11-2011"
"16140","703.77","4","18-10-2011"
"16141","620.4","1","12-09-2011"
"16142","535.34","1","04-04-2011"
"16143","2419.84","7","23-08-2011"
"16144","175.2","1","07-04-2011"
"16145","3741.98","18","30-10-2011"
"16146","734.13","3","21-04-2011"
"16147","375","1","29-07-2011"
"16148","76.32000000000001","1","16-02-2011"
"16149","280.52","2","20-07-2011"
"16150","1906.07","10","28-10-2011"
"16152","1829.04","1","16-03-2011"
"16153","1824.23","5","21-10-2011"
"16156","2994.62","13","29-09-2011"
"16157","644.24","4","28-09-2011"
"16159","348.2","1","03-03-2011"
"16160","1009.4499999999999","4","22-09-2011"
"16161","5311.08","26","25-11-2011"
"16162","37.4","1","01-04-2011"
"16163","441.6","3","28-04-2011"
"16164","802.53","4","28-10-2011"
"16168","3770.6","28","31-05-2011"
"16169","1822.97","4","31-10-2011"
"16170","1880.4199999999998","7","28-07-2011"
"16171","73.2","1","11-10-2011"
"16172","1140.21","5","17-06-2011"
"16173","1406.57","7","26-10-2011"
"16174","1009.5500000000001","3","28-07-2011"
"16175","1037.59","4","23-06-2011"
"16177","331.95","1","20-10-2011"
"16178","197.9","1","24-07-2011"
"16179","215.83","1","10-10-2011"
"16180","10217.48","10","31-08-2011"
"16181","305.54","1","27-09-2011"
"16182","6617.65","4","28-09-2011"
"16183","338.71000000000004","1","03-10-2011"
"16184","1155.54","7","29-07-2011"
"16185","529.41","2","23-11-2011"
"16186","3991.94","13","28-08-2011"
"16187","6841.24","17","28-04-2011"
"16188","981.86","4","27-04-2011"
"16189","215.48","2","24-11-2011"
"16190","215.08","1","30-10-2011"
"16191","4913.32","25","31-01-2011"
"16193","314.45","1","17-04-2011"
"16198","400.68100000000004","1","25-09-2011"
"16200","1068.8700000000001","2","28-06-2011"
"16201","1821.52","5","25-10-2011"
"16202","365.27","1","14-12-2010"
"16203","589.15","5","26-04-2011"
"16204","384.18","1","16-11-2011"
"16205","757.63","4","13-06-2011"
"16206","537.0600000000001","4","16-10-2011"
"16207","394.38","1","14-11-2011"
"16208","664.26","2","26-10-2011"
"16209","2262.62","5","13-06-2011"
"16210","21086.3","18","30-11-2011"
"16211","542.77","2","19-09-2011"
"16212","681.19","3","20-11-2011"
"16213","159","1","22-09-2011"
"16214","1062.75","3","22-06-2011"
"16215","242.35","1","20-09-2011"
"16216","914.9300000000001","1","17-03-2011"
"16217","259.39000000000004","4","18-04-2011"
"16218","3054.87","8","30-03-2011"
"16221","860.86","3","09-03-2011"
"16222","773.5500000000001","1","25-01-2011"
"16224","1295.3","4","21-07-2011"
"16225","1096.32","5","26-10-2011"
"16226","255.12","3","20-05-2011"
"16227","308.32","2","28-04-2011"
"16229","1010.6","2","13-09-2011"
"16230","542.03","2","03-06-2011"
"16232","983.23","5","27-10-2011"
"16233","422.13","5","29-09-2011"
"16235","858.41","6","30-10-2011"
"16236","432.2","1","22-09-2011"
"16239","372.9","3","26-06-2011"
"16240","3693.81","5","30-11-2011"
"16241","2590.31","13","30-11-2011"
"16242","3574.91","8","27-06-2011"
"16243","409.1","2","16-10-2011"
"16244","1522.75","2","12-05-2011"
"16245","1352.36","5","28-03-2011"
"16247","114.56","1","22-06-2011"
"16248","152.94","1","09-10-2011"
"16249","1800.07","5","25-07-2011"
"16250","389.44","2","23-03-2011"
"16252","-295.09","1","08-12-2010"
"16253","3665.62","3","29-03-2011"
"16255","2609.3","10","31-07-2011"
"16256","732.63","2","27-03-2011"
"16257","46.95","1","16-06-2011"
"16258","5203.51","5","26-07-2011"
"16260","1035.45","1","20-10-2011"
"16261","728.54","4","25-09-2011"
"16262","-31.65","1","14-12-2010"
"16265","5423.15","11","30-11-2011"
"16266","861.89","7","27-09-2011"
"16268","667.65","2","29-09-2011"
"16270","1141.24","1","21-12-2010"
"16271","1398.69","6","24-11-2011"
"16272","411.7","1","15-08-2011"
"16274","351.75","1","01-12-2010"
"16275","559.87","1","27-05-2011"
"16276","810.6000000000001","1","16-06-2011"
"16278","537.83","3","31-08-2011"
"16279","1489.88","4","18-11-2011"
"16281","2062.06","1","28-09-2011"
"16282","168.3","1","04-01-2011"
"16283","1531.51","7","15-05-2011"
"16284","812.68","2","20-10-2011"
"16287","142.5","1","23-06-2011"
"16292","280.9","2","14-08-2011"
"16293","2236.7400000000002","12","21-10-2011"
"16295","1328.55","4","30-11-2011"
"16297","275.4","4","18-03-2011"
"16298","598.2","3","19-10-2011"
"16302","212.82","2","24-08-2011"
"16303","5305.83","4","31-08-2011"
"16305","361.21999999999997","1","24-07-2011"
"16306","602.27","9","18-02-2011"
"16308","2560","4","24-08-2011"
"16309","686.67","3","25-08-2011"
"16311","616.26","2","22-11-2011"
"16313","274.15000000000003","2","21-10-2011"
"16315","226.37","1","13-01-2011"
"16316","2755.56","12","30-06-2011"
"16317","1341.65","3","15-02-2011"
"16318","328.15","1","04-11-2011"
"16319","404.40000000000003","1","06-05-2011"
"16320","1038.46","2","20-06-2011"
"16321","230.70000000000002","7","28-09-2011"
"16322","326.75","2","08-12-2011"
"16323","207.50000000000003","1","27-05-2011"
"16324","408.59","3","15-06-2011"
"16325","510.54","5","26-10-2011"
"16326","3014.2200000000003","15","30-01-2011"
"16327","3820.27","6","28-01-2011"
"16330","242.21","4","22-11-2011"
"16332","1572.8","8","28-09-2011"
"16333","26626.8","22","31-05-2011"
"16337","151.05","1","03-11-2011"
"16338","214.8","1","05-07-2011"
"16339","94.05","1","28-02-2011"
"16340","534.31","1","24-08-2011"
"16341","1959.38","6","27-05-2011"
"16342","322.41","4","25-09-2011"
"16343","328.58","2","23-11-2011"
"16344","101.10000000000001","1","04-07-2011"
"16345","565.46","1","26-10-2011"
"16347","847.45","2","28-11-2011"
"16348","1415.65","7","22-09-2011"
"16349","53.5","1","22-02-2011"
"16350","1100.47","5","18-11-2011"
"16351","153.9","1","11-01-2011"
"16352","494.44","2","22-11-2011"
"16353","6675.71","23","28-08-2011"
"16354","395.8","2","27-09-2011"
"16356","210.32000000000002","4","26-05-2011"
"16357","658.88","3","30-06-2011"
"16358","2024.95","5","21-09-2011"
"16359","1460.3700000000001","12","16-06-2011"
"16360","3349.57","8","20-11-2011"
"16361","891.21","4","30-11-2011"
"16362","627.29","9","15-09-2011"
"16363","109.36","1","17-10-2011"
"16364","705.79","2","28-11-2011"
"16365","1540.42","9","31-03-2011"
